merchant_name,merchant_category,city,state
PVR 523,Entertainment,Noida,Uttar Pradesh
Gas Agency 524,Utilities,Pune,Maharashtra
Apollo Pharmacy 525,Pharmacy,Bengaluru,Karnataka
Water Supply 526,Utilities,Chandigarh,Punjab
Gas Agency 527,Utilities,Delhi,Delhi
BookMyShow 528,Entertainment,Pune,Maharashtra
Bharat Petroleum 529,Fuel,Gurgaon,Haryana
Ajio 530,Shopping,Kochi,Kerala
Croma 531,Electronics,Noida,Uttar Pradesh
Burger King 532,Restaurant,Kanpur,Uttar Pradesh
Vijay Sales 533,Electronics,Hyderabad,Telangana
IRCTC 534,Travel,Jaipur,Rajasthan
Electricity Board 535,Utilities,Hyderabad,Telangana
HP Petrol Pump 536,Fuel,Patna,Bihar
Max Hospital 537,Hospital,Surat,Gujarat
Burger King 538,Restaurant,Bhopal,Madhya Pradesh
Amazon 539,Shopping,Patna,Bihar
Lifestyle 540,Fashion,Kanpur,Uttar Pradesh
Reliance Digital 541,Electronics,Lucknow,Uttar Pradesh
Yatra 542,Travel,Mumbai,Maharashtra
MakeMyTrip 543,Travel,Jaipur,Rajasthan
Water Supply 544,Utilities,Chennai,Tamil Nadu
Water Supply 545,Utilities,Chennai,Tamil Nadu
Gas Agency 546,Utilities,Hyderabad,Telangana
Fortis 547,Hospital,Surat,Gujarat
Indian Oil 548,Fuel,Chennai,Tamil Nadu
Water Supply 549,Utilities,Gurgaon,Haryana
Apollo Hospital 550,Hospital,Pune,Maharashtra
Barista 551,Cafe,Hyderabad,Telangana
Wellness Forever 552,Pharmacy,Nagpur,Maharashtra
Croma 553,Electronics,Hyderabad,Telangana
Medanta 554,Hospital,Kolkata,West Bengal
Domino's 555,Restaurant,Bhopal,Madhya Pradesh
Yatra 556,Travel,Kochi,Kerala
More 557,Supermarket,Gurgaon,Haryana
Croma 558,Electronics,Ahmedabad,Gujarat
Shell 559,Fuel,Noida,Uttar Pradesh
BookMyShow 560,Entertainment,Chandigarh,Punjab
Croma 561,Electronics,Hyderabad,Telangana
Ajio 562,Shopping,Surat,Gujarat
Reliance Digital 563,Electronics,Delhi,Delhi
Medanta 564,Hospital,Hyderabad,Telangana
Water Supply 565,Utilities,Chennai,Tamil Nadu
Max Hospital 566,Hospital,Kochi,Kerala
Water Supply 567,Utilities,Chandigarh,Punjab
BookMyShow 568,Entertainment,Delhi,Delhi
Reliance Digital 569,Electronics,Mumbai,Maharashtra
MedPlus 570,Pharmacy,Mumbai,Maharashtra
Apollo Hospital 571,Hospital,Delhi,Delhi
Croma 572,Electronics,Chandigarh,Punjab
Starbucks 573,Cafe,Kolkata,West Bengal
Meesho 574,Shopping,Kanpur,Uttar Pradesh
Croma 575,Electronics,Patna,Bihar
MedPlus 576,Pharmacy,Patna,Bihar
Barista 577,Cafe,Indore,Madhya Pradesh
Pizza Hut 578,Restaurant,Delhi,Delhi
PVR 579,Entertainment,Indore,Madhya Pradesh
Fortis 580,Hospital,Surat,Gujarat
Goibibo 581,Travel,Chennai,Tamil Nadu
Reliance Fresh 582,Supermarket,Surat,Gujarat
Ajio 583,Shopping,Bengaluru,Karnataka
D-Mart 584,Supermarket,Nagpur,Maharashtra
Croma 585,Electronics,Gurgaon,Haryana
Reliance Digital 586,Electronics,Chandigarh,Punjab
Barista 587,Cafe,Hyderabad,Telangana
IRCTC 588,Travel,Hyderabad,Telangana
Pizza Hut 589,Restaurant,Chandigarh,Punjab
PVR 590,Entertainment,Ahmedabad,Gujarat
MedPlus 591,Pharmacy,Kolkata,West Bengal
Reliance Fresh 592,Supermarket,Jaipur,Rajasthan
Max Hospital 593,Hospital,Patna,Bihar
More 594,Supermarket,Indore,Madhya Pradesh
INOX 595,Entertainment,Kolkata,West Bengal
Vijay Sales 596,Electronics,Surat,Gujarat
MedPlus 597,Pharmacy,Indore,Madhya Pradesh
Barista 598,Cafe,Jaipur,Rajasthan
IRCTC 599,Travel,Lucknow,Uttar Pradesh
Wellness Forever 600,Pharmacy,Nagpur,Maharashtra
Myntra 601,Shopping,Bengaluru,Karnataka
Gas Agency 602,Utilities,Noida,Uttar Pradesh
Myntra 603,Shopping,Kanpur,Uttar Pradesh
Cafe Coffee Day 604,Cafe,Kanpur,Uttar Pradesh
Ajio 605,Shopping,Bengaluru,Karnataka
Shell 606,Fuel,Chennai,Tamil Nadu
Apollo Pharmacy 607,Pharmacy,Bengaluru,Karnataka
Vijay Sales 608,Electronics,Kolkata,West Bengal
Cafe Coffee Day 609,Cafe,Bhopal,Madhya Pradesh
KFC 610,Restaurant,Nagpur,Maharashtra
Pantaloons 611,Fashion,Bengaluru,Karnataka
Cafe Coffee Day 612,Cafe,Lucknow,Uttar Pradesh
Shell 613,Fuel,Surat,Gujarat
Croma 614,Electronics,Hyderabad,Telangana
Fortis 615,Hospital,Pune,Maharashtra
Fortis 616,Hospital,Bengaluru,Karnataka
BookMyShow 617,Entertainment,Indore,Madhya Pradesh
KFC 618,Restaurant,Delhi,Delhi
Starbucks 619,Cafe,Lucknow,Uttar Pradesh
Goibibo 620,Travel,Delhi,Delhi
Water Supply 621,Utilities,Ahmedabad,Gujarat
Apollo Hospital 622,Hospital,Chandigarh,Punjab
Barista 623,Cafe,Noida,Uttar Pradesh
Domino's 624,Restaurant,Mumbai,Maharashtra
Domino's 625,Restaurant,Jaipur,Rajasthan
Reliance Digital 626,Electronics,Delhi,Delhi
Starbucks 627,Cafe,Gurgaon,Haryana
Fortis 628,Hospital,Gurgaon,Haryana
Apollo Hospital 629,Hospital,Noida,Uttar Pradesh
Cafe Coffee Day 630,Cafe,Lucknow,Uttar Pradesh
Myntra 631,Shopping,Surat,Gujarat
Max Fashion 632,Fashion,Ahmedabad,Gujarat
Apollo Pharmacy 633,Pharmacy,Bhopal,Madhya Pradesh
Medanta 634,Hospital,Chandigarh,Punjab
Gas Agency 635,Utilities,Kolkata,West Bengal
Gas Agency 636,Utilities,Ahmedabad,Gujarat
D-Mart 637,Supermarket,Noida,Uttar Pradesh
Gas Agency 638,Utilities,Kochi,Kerala
INOX 639,Entertainment,Patna,Bihar
IRCTC 640,Travel,Kolkata,West Bengal
Pizza Hut 641,Restaurant,Kanpur,Uttar Pradesh
BookMyShow 642,Entertainment,Jaipur,Rajasthan
BookMyShow 643,Entertainment,Kochi,Kerala
Apollo Hospital 644,Hospital,Chennai,Tamil Nadu
Starbucks 645,Cafe,Hyderabad,Telangana
IRCTC 646,Travel,Noida,Uttar Pradesh
Max Hospital 647,Hospital,Chennai,Tamil Nadu
McDonald's 648,Restaurant,Bhopal,Madhya Pradesh
Goibibo 649,Travel,Indore,Madhya Pradesh
Gas Agency 650,Utilities,Kanpur,Uttar Pradesh
Indian Oil 651,Fuel,Chennai,Tamil Nadu
MakeMyTrip 652,Travel,Chennai,Tamil Nadu
Apollo Pharmacy 653,Pharmacy,Nagpur,Maharashtra
Medanta 654,Hospital,Lucknow,Uttar Pradesh
Croma 655,Electronics,Bhopal,Madhya Pradesh
Apollo Hospital 656,Hospital,Mumbai,Maharashtra
Myntra 657,Shopping,Mumbai,Maharashtra
INOX 658,Entertainment,Lucknow,Uttar Pradesh
Cafe Coffee Day 659,Cafe,Bhopal,Madhya Pradesh
Domino's 660,Restaurant,Nagpur,Maharashtra
Big Bazaar 661,Supermarket,Bengaluru,Karnataka
Goibibo 662,Travel,Delhi,Delhi
BookMyShow 663,Entertainment,Delhi,Delhi
Meesho 664,Shopping,Kolkata,West Bengal
Barista 665,Cafe,Surat,Gujarat
Medanta 666,Hospital,Bhopal,Madhya Pradesh
Big Bazaar 667,Supermarket,Delhi,Delhi
Reliance Digital 668,Electronics,Bhopal,Madhya Pradesh
Reliance Fresh 669,Supermarket,Delhi,Delhi
Amazon 670,Shopping,Indore,Madhya Pradesh
Vijay Sales 671,Electronics,Kanpur,Uttar Pradesh
McDonald's 672,Restaurant,Delhi,Delhi
Goibibo 673,Travel,Noida,Uttar Pradesh
Goibibo 674,Travel,Jaipur,Rajasthan
Amazon 675,Shopping,Hyderabad,Telangana
Fortis 676,Hospital,Gurgaon,Haryana
Electricity Board 677,Utilities,Patna,Bihar
Reliance Digital 678,Electronics,Gurgaon,Haryana
Amazon 679,Shopping,Pune,Maharashtra
Goibibo 680,Travel,Kolkata,West Bengal
Starbucks 681,Cafe,Kolkata,West Bengal
Burger King 682,Restaurant,Kochi,Kerala
Vijay Sales 683,Electronics,Chennai,Tamil Nadu
INOX 684,Entertainment,Mumbai,Maharashtra
Goibibo 685,Travel,Kolkata,West Bengal
Cafe Coffee Day 686,Cafe,Kanpur,Uttar Pradesh
Vijay Sales 687,Electronics,Chennai,Tamil Nadu
Amazon 688,Shopping,Bengaluru,Karnataka
Gas Agency 689,Utilities,Kanpur,Uttar Pradesh
INOX 690,Entertainment,Nagpur,Maharashtra
HP Petrol Pump 691,Fuel,Pune,Maharashtra
Water Supply 692,Utilities,Pune,Maharashtra
Westside 693,Fashion,Delhi,Delhi
Reliance Fresh 694,Supermarket,Kanpur,Uttar Pradesh
Reliance Fresh 695,Supermarket,Lucknow,Uttar Pradesh
Water Supply 696,Utilities,Bhopal,Madhya Pradesh
Electricity Board 697,Utilities,Noida,Uttar Pradesh
Vijay Sales 698,Electronics,Noida,Uttar Pradesh
Max Hospital 699,Hospital,Jaipur,Rajasthan
MedPlus 700,Pharmacy,Indore,Madhya Pradesh
Starbucks 701,Cafe,Nagpur,Maharashtra
Apollo Pharmacy 702,Pharmacy,Pune,Maharashtra
Shell 703,Fuel,Kanpur,Uttar Pradesh
Croma 704,Electronics,Nagpur,Maharashtra
Shell 705,Fuel,Surat,Gujarat
Barista 706,Cafe,Delhi,Delhi
Barista 707,Cafe,Chennai,Tamil Nadu
Reliance Fresh 708,Supermarket,Patna,Bihar
Meesho 709,Shopping,Chandigarh,Punjab
Reliance Digital 710,Electronics,Surat,Gujarat
Bharat Petroleum 711,Fuel,Kolkata,West Bengal
HP Petrol Pump 712,Fuel,Patna,Bihar
Yatra 713,Travel,Kochi,Kerala
Zudio 714,Fashion,Kanpur,Uttar Pradesh
McDonald's 715,Restaurant,Nagpur,Maharashtra
MakeMyTrip 716,Travel,Chandigarh,Punjab
Max Hospital 717,Hospital,Kanpur,Uttar Pradesh
PVR 718,Entertainment,Jaipur,Rajasthan
Gas Agency 719,Utilities,Chandigarh,Punjab
Meesho 720,Shopping,Chennai,Tamil Nadu
MedPlus 721,Pharmacy,Mumbai,Maharashtra
Flipkart 722,Shopping,Jaipur,Rajasthan
MedPlus 723,Pharmacy,Jaipur,Rajasthan
Reliance Digital 724,Electronics,Patna,Bihar
Reliance Digital 725,Electronics,Noida,Uttar Pradesh
Water Supply 726,Utilities,Chandigarh,Punjab
Goibibo 727,Travel,Hyderabad,Telangana
Apollo Hospital 728,Hospital,Mumbai,Maharashtra
INOX 729,Entertainment,Chennai,Tamil Nadu
Meesho 730,Shopping,Kolkata,West Bengal
Cafe Coffee Day 731,Cafe,Ahmedabad,Gujarat
Apollo Hospital 732,Hospital,Noida,Uttar Pradesh
HP Petrol Pump 733,Fuel,Kanpur,Uttar Pradesh
Starbucks 734,Cafe,Kanpur,Uttar Pradesh
Medanta 735,Hospital,Patna,Bihar
McDonald's 736,Restaurant,Pune,Maharashtra
Shell 737,Fuel,Surat,Gujarat
Max Hospital 738,Hospital,Kanpur,Uttar Pradesh
Fortis 739,Hospital,Bhopal,Madhya Pradesh
INOX 740,Entertainment,Lucknow,Uttar Pradesh
Westside 741,Fashion,Kolkata,West Bengal
Goibibo 742,Travel,Surat,Gujarat
Barista 743,Cafe,Chandigarh,Punjab
Lifestyle 744,Fashion,Bhopal,Madhya Pradesh
Croma 745,Electronics,Chennai,Tamil Nadu
Vijay Sales 746,Electronics,Jaipur,Rajasthan
Zudio 747,Fashion,Mumbai,Maharashtra
Pizza Hut 748,Restaurant,Jaipur,Rajasthan
Wellness Forever 749,Pharmacy,Kolkata,West Bengal
Apollo Hospital 750,Hospital,Delhi,Delhi
Reliance Digital 751,Electronics,Chandigarh,Punjab
Wellness Forever 752,Pharmacy,Chennai,Tamil Nadu
Burger King 753,Restaurant,Kolkata,West Bengal
Electricity Board 754,Utilities,Jaipur,Rajasthan
Starbucks 755,Cafe,Gurgaon,Haryana
Reliance Fresh 756,Supermarket,Chandigarh,Punjab
HP Petrol Pump 757,Fuel,Nagpur,Maharashtra
Water Supply 758,Utilities,Gurgaon,Haryana
Barista 759,Cafe,Surat,Gujarat
Spencer's 760,Supermarket,Gurgaon,Haryana
Barista 761,Cafe,Kanpur,Uttar Pradesh
Pantaloons 762,Fashion,Noida,Uttar Pradesh
Fortis 763,Hospital,Kolkata,West Bengal
Electricity Board 764,Utilities,Lucknow,Uttar Pradesh
Starbucks 765,Cafe,Lucknow,Uttar Pradesh
Cafe Coffee Day 766,Cafe,Pune,Maharashtra
IRCTC 767,Travel,Jaipur,Rajasthan
Max Hospital 768,Hospital,Kanpur,Uttar Pradesh
Goibibo 769,Travel,Noida,Uttar Pradesh
BookMyShow 770,Entertainment,Kanpur,Uttar Pradesh
MakeMyTrip 771,Travel,Indore,Madhya Pradesh
Wellness Forever 772,Pharmacy,Pune,Maharashtra
Reliance Digital 773,Electronics,Hyderabad,Telangana
Wellness Forever 774,Pharmacy,Mumbai,Maharashtra
Starbucks 775,Cafe,Kolkata,West Bengal
More 776,Supermarket,Patna,Bihar
Indian Oil 777,Fuel,Jaipur,Rajasthan
Zudio 778,Fashion,Bhopal,Madhya Pradesh
Reliance Digital 779,Electronics,Kochi,Kerala
Apollo Pharmacy 780,Pharmacy,Hyderabad,Telangana
D-Mart 781,Supermarket,Ahmedabad,Gujarat
Reliance Digital 782,Electronics,Kanpur,Uttar Pradesh
Apollo Hospital 783,Hospital,Delhi,Delhi
Reliance Fresh 784,Supermarket,Mumbai,Maharashtra
Goibibo 785,Travel,Gurgaon,Haryana
Indian Oil 786,Fuel,Ahmedabad,Gujarat
Wellness Forever 787,Pharmacy,Chennai,Tamil Nadu
Yatra 788,Travel,Delhi,Delhi
Zudio 789,Fashion,Mumbai,Maharashtra
Reliance Digital 790,Electronics,Pune,Maharashtra
Apollo Hospital 791,Hospital,Nagpur,Maharashtra
MedPlus 792,Pharmacy,Delhi,Delhi
BookMyShow 793,Entertainment,Nagpur,Maharashtra
Westside 794,Fashion,Delhi,Delhi
Westside 795,Fashion,Hyderabad,Telangana
BookMyShow 796,Entertainment,Nagpur,Maharashtra
Lifestyle 797,Fashion,Kochi,Kerala
Shell 798,Fuel,Mumbai,Maharashtra
Wellness Forever 799,Pharmacy,Kanpur,Uttar Pradesh
Yatra 800,Travel,Pune,Maharashtra
Medanta 801,Hospital,Patna,Bihar
MakeMyTrip 802,Travel,Chennai,Tamil Nadu
Indian Oil 803,Fuel,Noida,Uttar Pradesh
Pantaloons 804,Fashion,Kanpur,Uttar Pradesh
Ajio 805,Shopping,Surat,Gujarat
Wellness Forever 806,Pharmacy,Delhi,Delhi
HP Petrol Pump 807,Fuel,Kolkata,West Bengal
Apollo Pharmacy 808,Pharmacy,Bhopal,Madhya Pradesh
Indian Oil 809,Fuel,Lucknow,Uttar Pradesh
PVR 810,Entertainment,Bengaluru,Karnataka
MedPlus 811,Pharmacy,Noida,Uttar Pradesh
Indian Oil 812,Fuel,Bengaluru,Karnataka
Amazon 813,Shopping,Chennai,Tamil Nadu
Spencer's 814,Supermarket,Bhopal,Madhya Pradesh
IRCTC 815,Travel,Mumbai,Maharashtra
Flipkart 816,Shopping,Ahmedabad,Gujarat
Gas Agency 817,Utilities,Kochi,Kerala
Myntra 818,Shopping,Indore,Madhya Pradesh
Domino's 819,Restaurant,Pune,Maharashtra
PVR 820,Entertainment,Surat,Gujarat
Gas Agency 821,Utilities,Noida,Uttar Pradesh
Electricity Board 822,Utilities,Kolkata,West Bengal
HP Petrol Pump 823,Fuel,Kochi,Kerala
Westside 824,Fashion,Ahmedabad,Gujarat
Croma 825,Electronics,Hyderabad,Telangana
Domino's 826,Restaurant,Chandigarh,Punjab
MakeMyTrip 827,Travel,Hyderabad,Telangana
Yatra 828,Travel,Jaipur,Rajasthan
Shell 829,Fuel,Mumbai,Maharashtra
Burger King 830,Restaurant,Delhi,Delhi
HP Petrol Pump 831,Fuel,Lucknow,Uttar Pradesh
Meesho 832,Shopping,Indore,Madhya Pradesh
PVR 833,Entertainment,Patna,Bihar
Yatra 834,Travel,Kochi,Kerala
Zudio 835,Fashion,Jaipur,Rajasthan
BookMyShow 836,Entertainment,Hyderabad,Telangana
Pantaloons 837,Fashion,Indore,Madhya Pradesh
Electricity Board 838,Utilities,Mumbai,Maharashtra
Barista 839,Cafe,Hyderabad,Telangana
Max Hospital 840,Hospital,Jaipur,Rajasthan
Reliance Fresh 841,Supermarket,Chennai,Tamil Nadu
Starbucks 842,Cafe,Lucknow,Uttar Pradesh
INOX 843,Entertainment,Indore,Madhya Pradesh
Cafe Coffee Day 844,Cafe,Nagpur,Maharashtra
KFC 845,Restaurant,Hyderabad,Telangana
INOX 846,Entertainment,Indore,Madhya Pradesh
Reliance Digital 847,Electronics,Hyderabad,Telangana
Amazon 848,Shopping,Gurgaon,Haryana
KFC 849,Restaurant,Bhopal,Madhya Pradesh
Goibibo 850,Travel,Noida,Uttar Pradesh
Burger King 851,Restaurant,Noida,Uttar Pradesh
Shell 852,Fuel,Indore,Madhya Pradesh
Flipkart 853,Shopping,Gurgaon,Haryana
Indian Oil 854,Fuel,Gurgaon,Haryana
Myntra 855,Shopping,Hyderabad,Telangana
Croma 856,Electronics,Indore,Madhya Pradesh
Max Hospital 857,Hospital,Gurgaon,Haryana
Apollo Hospital 858,Hospital,Jaipur,Rajasthan
Ajio 859,Shopping,Patna,Bihar
MakeMyTrip 860,Travel,Nagpur,Maharashtra
Shell 861,Fuel,Gurgaon,Haryana
Shell 862,Fuel,Ahmedabad,Gujarat
Reliance Digital 863,Electronics,Lucknow,Uttar Pradesh
Starbucks 864,Cafe,Kanpur,Uttar Pradesh
Amazon 865,Shopping,Kochi,Kerala
Pizza Hut 866,Restaurant,Ahmedabad,Gujarat
More 867,Supermarket,Bhopal,Madhya Pradesh
Medanta 868,Hospital,Lucknow,Uttar Pradesh
Zudio 869,Fashion,Kolkata,West Bengal
Water Supply 870,Utilities,Hyderabad,Telangana
Vijay Sales 871,Electronics,Nagpur,Maharashtra
Reliance Digital 872,Electronics,Mumbai,Maharashtra
Electricity Board 873,Utilities,Surat,Gujarat
Zudio 874,Fashion,Hyderabad,Telangana
PVR 875,Entertainment,Kochi,Kerala
Reliance Digital 876,Electronics,Ahmedabad,Gujarat
Wellness Forever 877,Pharmacy,Bengaluru,Karnataka
Goibibo 878,Travel,Gurgaon,Haryana
MakeMyTrip 879,Travel,Ahmedabad,Gujarat
Barista 880,Cafe,Pune,Maharashtra
BookMyShow 881,Entertainment,Lucknow,Uttar Pradesh
Goibibo 882,Travel,Hyderabad,Telangana
Myntra 883,Shopping,Jaipur,Rajasthan
Pantaloons 884,Fashion,Delhi,Delhi
Indian Oil 885,Fuel,Jaipur,Rajasthan
Domino's 886,Restaurant,Mumbai,Maharashtra
PVR 887,Entertainment,Delhi,Delhi
Water Supply 888,Utilities,Ahmedabad,Gujarat
Myntra 889,Shopping,Jaipur,Rajasthan
Goibibo 890,Travel,Jaipur,Rajasthan
Ajio 891,Shopping,Nagpur,Maharashtra
Spencer's 892,Supermarket,Kanpur,Uttar Pradesh
Wellness Forever 893,Pharmacy,Gurgaon,Haryana
Apollo Pharmacy 894,Pharmacy,Noida,Uttar Pradesh
Electricity Board 895,Utilities,Surat,Gujarat
Amazon 896,Shopping,Pune,Maharashtra
Croma 897,Electronics,Delhi,Delhi
Barista 898,Cafe,Pune,Maharashtra
Spencer's 899,Supermarket,Jaipur,Rajasthan
Meesho 900,Shopping,Kolkata,West Bengal
INOX 901,Entertainment,Jaipur,Rajasthan
Yatra 902,Travel,Jaipur,Rajasthan
Vijay Sales 903,Electronics,Delhi,Delhi
Vijay Sales 904,Electronics,Bengaluru,Karnataka
KFC 905,Restaurant,Pune,Maharashtra
Indian Oil 906,Fuel,Surat,Gujarat
PVR 907,Entertainment,Delhi,Delhi
Reliance Digital 908,Electronics,Chandigarh,Punjab
Vijay Sales 909,Electronics,Bhopal,Madhya Pradesh
Wellness Forever 910,Pharmacy,Bhopal,Madhya Pradesh
Vijay Sales 911,Electronics,Pune,Maharashtra
Myntra 912,Shopping,Noida,Uttar Pradesh
Gas Agency 913,Utilities,Noida,Uttar Pradesh
Apollo Pharmacy 914,Pharmacy,Kolkata,West Bengal
Wellness Forever 915,Pharmacy,Noida,Uttar Pradesh
IRCTC 916,Travel,Hyderabad,Telangana
Zudio 917,Fashion,Indore,Madhya Pradesh
Meesho 918,Shopping,Noida,Uttar Pradesh
PVR 919,Entertainment,Kochi,Kerala
Apollo Hospital 920,Hospital,Surat,Gujarat
Max Fashion 921,Fashion,Mumbai,Maharashtra
Big Bazaar 922,Supermarket,Kanpur,Uttar Pradesh
IRCTC 923,Travel,Nagpur,Maharashtra
Apollo Pharmacy 924,Pharmacy,Kolkata,West Bengal
Gas Agency 925,Utilities,Kanpur,Uttar Pradesh
KFC 926,Restaurant,Kochi,Kerala
Shell 927,Fuel,Surat,Gujarat
Zudio 928,Fashion,Lucknow,Uttar Pradesh
Barista 929,Cafe,Lucknow,Uttar Pradesh
Meesho 930,Shopping,Chennai,Tamil Nadu
Pizza Hut 931,Restaurant,Patna,Bihar
Big Bazaar 932,Supermarket,Pune,Maharashtra
IRCTC 933,Travel,Nagpur,Maharashtra
Zudio 934,Fashion,Kolkata,West Bengal
Westside 935,Fashion,Mumbai,Maharashtra
Max Fashion 936,Fashion,Jaipur,Rajasthan
Croma 937,Electronics,Jaipur,Rajasthan
INOX 938,Entertainment,Kochi,Kerala
Reliance Fresh 939,Supermarket,Kanpur,Uttar Pradesh
Starbucks 940,Cafe,Noida,Uttar Pradesh
Cafe Coffee Day 941,Cafe,Noida,Uttar Pradesh
Apollo Hospital 942,Hospital,Hyderabad,Telangana
Apollo Pharmacy 943,Pharmacy,Lucknow,Uttar Pradesh
Reliance Fresh 944,Supermarket,Chennai,Tamil Nadu
Cafe Coffee Day 945,Cafe,Kolkata,West Bengal
KFC 946,Restaurant,Chennai,Tamil Nadu
MedPlus 947,Pharmacy,Bengaluru,Karnataka
Water Supply 948,Utilities,Kochi,Kerala
Wellness Forever 949,Pharmacy,Kolkata,West Bengal
Wellness Forever 950,Pharmacy,Bengaluru,Karnataka
Electricity Board 951,Utilities,Kolkata,West Bengal
Vijay Sales 952,Electronics,Surat,Gujarat
Ajio 953,Shopping,Indore,Madhya Pradesh
Croma 954,Electronics,Kolkata,West Bengal
Medanta 955,Hospital,Bengaluru,Karnataka
Max Fashion 956,Fashion,Surat,Gujarat
INOX 957,Entertainment,Kolkata,West Bengal
Apollo Hospital 958,Hospital,Bhopal,Madhya Pradesh
D-Mart 959,Supermarket,Kanpur,Uttar Pradesh
INOX 960,Entertainment,Lucknow,Uttar Pradesh
PVR 961,Entertainment,Lucknow,Uttar Pradesh
Pantaloons 962,Fashion,Hyderabad,Telangana
PVR 963,Entertainment,Nagpur,Maharashtra
Apollo Pharmacy 964,Pharmacy,Bhopal,Madhya Pradesh
Westside 965,Fashion,Hyderabad,Telangana
Lifestyle 966,Fashion,Bhopal,Madhya Pradesh
Westside 967,Fashion,Kanpur,Uttar Pradesh
Croma 968,Electronics,Bhopal,Madhya Pradesh
HP Petrol Pump 969,Fuel,Hyderabad,Telangana
INOX 970,Entertainment,Chennai,Tamil Nadu
D-Mart 971,Supermarket,Hyderabad,Telangana
Apollo Hospital 972,Hospital,Noida,Uttar Pradesh
INOX 973,Entertainment,Nagpur,Maharashtra
Zudio 974,Fashion,Kochi,Kerala
Cafe Coffee Day 975,Cafe,Gurgaon,Haryana
Max Hospital 976,Hospital,Mumbai,Maharashtra
Lifestyle 977,Fashion,Pune,Maharashtra
Starbucks 978,Cafe,Gurgaon,Haryana
Zudio 979,Fashion,Pune,Maharashtra
Croma 980,Electronics,Surat,Gujarat
Medanta 981,Hospital,Jaipur,Rajasthan
Fortis 982,Hospital,Kanpur,Uttar Pradesh
Amazon 983,Shopping,Patna,Bihar
Barista 984,Cafe,Delhi,Delhi
Pizza Hut 985,Restaurant,Kochi,Kerala
Wellness Forever 986,Pharmacy,Mumbai,Maharashtra
Gas Agency 987,Utilities,Delhi,Delhi
Lifestyle 988,Fashion,Bengaluru,Karnataka
Shell 989,Fuel,Noida,Uttar Pradesh
Ajio 990,Shopping,Jaipur,Rajasthan
Starbucks 991,Cafe,Kochi,Kerala
Fortis 992,Hospital,Pune,Maharashtra
Pantaloons 993,Fashion,Delhi,Delhi
More 994,Supermarket,Lucknow,Uttar Pradesh
Wellness Forever 995,Pharmacy,Indore,Madhya Pradesh
Max Hospital 996,Hospital,Ahmedabad,Gujarat
Myntra 997,Shopping,Bhopal,Madhya Pradesh
Pantaloons 998,Fashion,Chandigarh,Punjab
Pantaloons 999,Fashion,Chennai,Tamil Nadu
KFC 1000,Restaurant,Ahmedabad,Gujarat
Apollo Pharmacy 1001,Pharmacy,Bengaluru,Karnataka
KFC 1002,Restaurant,Noida,Uttar Pradesh
Myntra 1003,Shopping,Jaipur,Rajasthan
Water Supply 1004,Utilities,Kochi,Kerala
Vijay Sales 1005,Electronics,Bengaluru,Karnataka
Indian Oil 1006,Fuel,Jaipur,Rajasthan
Big Bazaar 1007,Supermarket,Indore,Madhya Pradesh
Electricity Board 1008,Utilities,Gurgaon,Haryana
PVR 1009,Entertainment,Kolkata,West Bengal
Starbucks 1010,Cafe,Bengaluru,Karnataka
IRCTC 1011,Travel,Kanpur,Uttar Pradesh
Reliance Fresh 1012,Supermarket,Surat,Gujarat
Electricity Board 1013,Utilities,Surat,Gujarat
MedPlus 1014,Pharmacy,Bhopal,Madhya Pradesh
Pizza Hut 1015,Restaurant,Chandigarh,Punjab
MakeMyTrip 1016,Travel,Lucknow,Uttar Pradesh
Shell 1017,Fuel,Kochi,Kerala
BookMyShow 1018,Entertainment,Hyderabad,Telangana
Vijay Sales 1019,Electronics,Pune,Maharashtra
Bharat Petroleum 1020,Fuel,Indore,Madhya Pradesh
PVR 1021,Entertainment,Delhi,Delhi
Vijay Sales 1022,Electronics,Noida,Uttar Pradesh
Flipkart 1023,Shopping,Lucknow,Uttar Pradesh
Zudio 1024,Fashion,Delhi,Delhi
HP Petrol Pump 1025,Fuel,Hyderabad,Telangana
Flipkart 1026,Shopping,Bengaluru,Karnataka
Amazon 1027,Shopping,Nagpur,Maharashtra
Big Bazaar 1028,Supermarket,Nagpur,Maharashtra
Vijay Sales 1029,Electronics,Noida,Uttar Pradesh
Croma 1030,Electronics,Kochi,Kerala
Bharat Petroleum 1031,Fuel,Gurgaon,Haryana
PVR 1032,Entertainment,Pune,Maharashtra
Big Bazaar 1033,Supermarket,Noida,Uttar Pradesh
Barista 1034,Cafe,Chennai,Tamil Nadu
Reliance Digital 1035,Electronics,Hyderabad,Telangana
Bharat Petroleum 1036,Fuel,Jaipur,Rajasthan
Pantaloons 1037,Fashion,Kochi,Kerala
Apollo Hospital 1038,Hospital,Noida,Uttar Pradesh
McDonald's 1039,Restaurant,Surat,Gujarat
Max Hospital 1040,Hospital,Indore,Madhya Pradesh
HP Petrol Pump 1041,Fuel,Patna,Bihar
Myntra 1042,Shopping,Chennai,Tamil Nadu
Water Supply 1043,Utilities,Bhopal,Madhya Pradesh
More 1044,Supermarket,Indore,Madhya Pradesh
Spencer's 1045,Supermarket,Kochi,Kerala
MakeMyTrip 1046,Travel,Chennai,Tamil Nadu
Barista 1047,Cafe,Ahmedabad,Gujarat
Gas Agency 1048,Utilities,Surat,Gujarat
BookMyShow 1049,Entertainment,Pune,Maharashtra
