fraud_id,transaction_id,fraud_type,risk_score,detected_date,investigation_status
530,451043,Suspicious Transfer,86,2026-04-28,Closed
531,78100,Duplicate Transaction,63,2025-08-09,Open
532,383161,High Value Withdrawal,68,2024-11-15,Under Investigation
533,258547,High Value Withdrawal,70,2024-08-11,Open
534,252494,International Fraud,81,2025-11-28,Open
535,270086,Duplicate Transaction,62,2025-05-21,Under Investigation
536,387445,Suspicious Transfer,79,2024-09-12,Closed
537,275718,Card Skimming,90,2026-01-12,Under Investigation
538,475902,High Value Withdrawal,66,2025-04-01,Under Investigation
539,491499,International Fraud,90,2024-10-02,Open
540,348936,Phishing,61,2024-11-10,Open
541,477572,Card Skimming,77,2026-03-05,Resolved
542,83648,Fake Merchant,62,2025-10-23,Under Investigation
543,485774,Phishing,93,2025-07-03,Under Investigation
544,296841,High Value Withdrawal,94,2025-04-15,Open
545,182061,Fake Merchant,68,2024-12-15,Resolved
546,86651,Money Laundering,86,2026-02-23,Resolved
547,205062,Account Takeover,91,2025-11-27,Under Investigation
548,46575,Money Laundering,62,2025-08-08,Closed
549,394894,High Value Withdrawal,85,2025-01-03,Under Investigation
550,63373,Identity Theft,62,2025-05-11,Open
551,487050,Fake Merchant,94,2024-07-18,Resolved
552,8265,Account Takeover,97,2025-06-29,Open
553,57697,Suspicious Transfer,65,2026-04-14,Under Investigation
554,333073,International Fraud,77,2025-03-20,Open
555,387250,Suspicious Transfer,69,2024-08-01,Open
556,73828,Phishing,99,2025-01-23,Open
557,74865,Fake Merchant,93,2025-07-24,Resolved
558,384262,Suspicious Transfer,66,2025-10-08,Closed
559,426383,Fake Merchant,99,2024-08-09,Closed
560,4054,Duplicate Transaction,96,2026-03-08,Under Investigation
561,183801,High Value Withdrawal,64,2024-08-28,Under Investigation
562,264289,International Fraud,69,2025-04-04,Under Investigation
563,473402,Money Laundering,63,2024-08-03,Resolved
564,272355,High Value Withdrawal,100,2026-06-24,Closed
565,143557,Money Laundering,82,2025-11-23,Under Investigation
566,355672,Fake Merchant,94,2025-01-18,Open
567,122232,Card Skimming,85,2026-02-24,Resolved
568,448801,Card Skimming,88,2025-09-26,Resolved
569,335198,Identity Theft,89,2025-06-22,Closed
570,352957,Phishing,64,2025-09-21,Resolved
571,270435,Card Skimming,81,2025-10-25,Open
572,174607,International Fraud,90,2026-01-12,Open
573,456851,High Value Withdrawal,63,2026-04-15,Closed
574,16325,International Fraud,75,2025-02-11,Under Investigation
575,484336,High Value Withdrawal,84,2025-08-20,Closed
576,429903,Fake Merchant,60,2025-05-06,Resolved
577,493920,Card Skimming,81,2025-04-10,Resolved
578,351000,Fake Merchant,60,2025-03-11,Under Investigation
579,418714,Card Skimming,86,2024-11-01,Open
580,384076,Duplicate Transaction,82,2026-06-15,Open
581,369568,Fake Merchant,62,2024-10-07,Closed
582,58997,Fake Merchant,97,2026-01-26,Closed
583,337553,Money Laundering,87,2024-11-21,Open
584,451482,Phishing,92,2025-03-23,Under Investigation
585,10806,High Value Withdrawal,61,2025-07-20,Closed
586,10723,Duplicate Transaction,88,2026-02-23,Closed
587,352759,Card Skimming,69,2025-05-08,Closed
588,24259,Suspicious Transfer,69,2025-10-24,Under Investigation
589,217964,Suspicious Transfer,64,2025-05-15,Resolved
590,299848,High Value Withdrawal,73,2025-01-09,Closed
591,72910,Card Skimming,99,2026-02-15,Closed
592,400609,Suspicious Transfer,69,2025-07-24,Resolved
593,378880,International Fraud,81,2026-01-31,Under Investigation
594,245083,Account Takeover,67,2024-09-15,Open
595,341858,International Fraud,98,2025-08-18,Resolved
596,247558,Duplicate Transaction,73,2024-12-13,Under Investigation
597,305704,Identity Theft,86,2024-11-16,Under Investigation
598,35371,Fake Merchant,89,2024-08-30,Open
599,486513,Card Skimming,72,2025-01-08,Open
600,361193,Identity Theft,78,2024-09-02,Resolved
601,493177,Fake Merchant,69,2024-07-16,Closed
602,357871,Duplicate Transaction,90,2025-10-23,Resolved
603,157417,Money Laundering,76,2026-03-10,Resolved
604,155552,Duplicate Transaction,70,2026-04-07,Open
605,357189,Duplicate Transaction,77,2025-02-04,Under Investigation
606,289479,Identity Theft,74,2026-04-11,Closed
607,224293,International Fraud,82,2025-07-11,Open
608,37507,Duplicate Transaction,72,2024-12-19,Closed
609,178382,Account Takeover,69,2026-07-01,Open
610,432340,Identity Theft,73,2025-03-19,Open
611,433610,Identity Theft,87,2025-05-13,Closed
612,462279,High Value Withdrawal,97,2025-12-20,Resolved
613,485226,Money Laundering,84,2024-08-06,Under Investigation
614,188025,International Fraud,98,2025-10-07,Resolved
615,282023,Suspicious Transfer,73,2025-01-30,Under Investigation
616,45308,Account Takeover,96,2025-07-06,Resolved
617,183585,High Value Withdrawal,90,2025-03-26,Resolved
618,81538,International Fraud,65,2025-12-19,Closed
619,454708,Duplicate Transaction,96,2025-03-25,Under Investigation
620,60872,International Fraud,93,2026-05-24,Resolved
621,482915,International Fraud,100,2026-01-06,Open
622,99820,Money Laundering,96,2025-12-24,Closed
623,26868,International Fraud,72,2024-08-27,Resolved
624,6661,Money Laundering,60,2025-08-01,Closed
625,369719,Suspicious Transfer,77,2025-02-10,Resolved
626,479535,Fake Merchant,76,2026-05-02,Resolved
627,426459,Duplicate Transaction,87,2025-10-20,Resolved
628,168804,Fake Merchant,91,2026-02-01,Closed
629,310100,International Fraud,97,2024-11-01,Closed
630,139217,Phishing,95,2025-04-18,Open
631,472782,Card Skimming,77,2025-02-26,Under Investigation
632,237918,Account Takeover,95,2024-12-30,Under Investigation
633,54353,Identity Theft,80,2025-05-11,Under Investigation
634,269177,High Value Withdrawal,63,2025-06-04,Closed
635,220275,Suspicious Transfer,72,2024-08-01,Under Investigation
636,106867,Card Skimming,98,2024-07-05,Closed
637,72505,Account Takeover,66,2025-01-27,Closed
638,471594,Identity Theft,74,2024-09-03,Closed
639,422620,Account Takeover,95,2025-08-21,Resolved
640,368300,International Fraud,92,2026-01-11,Under Investigation
641,119377,Fake Merchant,100,2026-02-04,Resolved
642,263085,Money Laundering,90,2025-12-24,Closed
643,318407,Suspicious Transfer,96,2026-05-12,Closed
644,489200,Account Takeover,70,2024-09-16,Closed
645,473054,Suspicious Transfer,88,2026-04-03,Resolved
646,350032,Suspicious Transfer,72,2026-03-12,Resolved
647,252356,High Value Withdrawal,77,2025-01-31,Closed
648,499793,Duplicate Transaction,60,2025-11-01,Open
649,251717,Identity Theft,77,2025-05-26,Resolved
650,370322,High Value Withdrawal,74,2026-06-24,Open
651,421192,Card Skimming,82,2025-07-09,Closed
652,368112,International Fraud,76,2025-08-19,Under Investigation
653,306664,Phishing,94,2025-02-02,Under Investigation
654,242502,Phishing,76,2026-01-27,Under Investigation
655,133916,Identity Theft,93,2026-02-19,Open
656,393874,Identity Theft,96,2025-10-30,Under Investigation
657,263632,Suspicious Transfer,83,2025-09-04,Resolved
658,103009,High Value Withdrawal,68,2025-12-16,Closed
659,448871,Card Skimming,97,2026-05-10,Under Investigation
660,160867,International Fraud,98,2026-05-17,Closed
661,373136,Card Skimming,90,2024-08-04,Under Investigation
662,2737,Suspicious Transfer,74,2025-07-22,Resolved
663,207430,Identity Theft,74,2025-12-15,Resolved
664,392809,Identity Theft,81,2025-11-03,Under Investigation
665,412828,International Fraud,63,2026-06-08,Resolved
666,132904,High Value Withdrawal,83,2025-02-28,Closed
667,132832,Fake Merchant,99,2024-11-20,Under Investigation
668,183639,Duplicate Transaction,76,2024-09-07,Under Investigation
669,302372,Duplicate Transaction,79,2024-09-10,Open
670,36457,Money Laundering,100,2026-02-15,Open
671,67964,Identity Theft,75,2025-07-18,Under Investigation
672,122285,Card Skimming,90,2025-10-21,Closed
673,326266,Suspicious Transfer,66,2025-11-21,Resolved
674,112630,Fake Merchant,100,2026-05-23,Resolved
675,226984,Fake Merchant,81,2025-11-04,Closed
676,72328,High Value Withdrawal,76,2024-12-11,Open
677,119884,Phishing,62,2025-08-17,Open
678,154923,Identity Theft,81,2024-09-06,Resolved
679,474332,International Fraud,93,2025-03-22,Open
680,40849,Card Skimming,62,2025-10-20,Under Investigation
681,49842,Card Skimming,97,2026-01-04,Closed
682,323520,High Value Withdrawal,75,2024-10-30,Open
683,298456,Identity Theft,76,2025-05-13,Under Investigation
684,257963,International Fraud,78,2025-07-30,Open
685,240448,Fake Merchant,77,2024-08-01,Open
686,325161,Duplicate Transaction,76,2025-05-05,Under Investigation
687,14512,High Value Withdrawal,66,2025-03-16,Resolved
688,242306,Money Laundering,80,2025-05-13,Open
689,460678,Duplicate Transaction,88,2024-11-16,Closed
690,336028,Card Skimming,90,2026-03-21,Closed
691,321705,Phishing,100,2025-09-12,Resolved
692,23636,Fake Merchant,75,2025-06-04,Under Investigation
693,356476,High Value Withdrawal,84,2026-04-15,Open
694,254825,Money Laundering,94,2025-01-10,Resolved
695,60501,Identity Theft,94,2026-03-07,Closed
696,9642,Account Takeover,97,2025-12-17,Under Investigation
697,457960,Suspicious Transfer,75,2026-02-02,Open
698,414366,Fake Merchant,88,2025-10-13,Open
699,181717,International Fraud,84,2025-12-13,Closed
700,232864,Account Takeover,77,2024-09-02,Open
701,262392,Suspicious Transfer,72,2025-06-16,Under Investigation
702,132789,Money Laundering,67,2025-04-13,Closed
703,324796,Suspicious Transfer,64,2026-05-20,Resolved
704,279154,Identity Theft,65,2024-07-03,Resolved
705,330656,Fake Merchant,90,2025-02-10,Under Investigation
706,381948,Phishing,65,2025-05-26,Closed
707,480937,Phishing,73,2024-07-09,Open
708,295260,International Fraud,100,2025-06-17,Closed
709,132269,International Fraud,65,2026-03-31,Open
710,408171,Account Takeover,75,2026-01-10,Under Investigation
711,340380,High Value Withdrawal,87,2025-10-11,Resolved
712,389179,Duplicate Transaction,67,2025-02-10,Open
713,402432,Identity Theft,67,2026-03-24,Closed
714,381382,Fake Merchant,66,2024-12-02,Under Investigation
715,491917,Suspicious Transfer,74,2026-03-11,Closed
716,372344,Fake Merchant,71,2025-06-14,Resolved
717,147495,Identity Theft,66,2025-07-16,Open
718,89678,Card Skimming,96,2025-11-08,Under Investigation
719,22253,Phishing,97,2026-01-07,Resolved
720,340011,Money Laundering,73,2025-08-16,Closed
721,312963,Card Skimming,65,2026-04-20,Open
722,204171,Suspicious Transfer,100,2026-05-12,Under Investigation
723,380179,Money Laundering,84,2024-10-07,Resolved
724,6394,Phishing,87,2025-07-04,Resolved
725,412239,High Value Withdrawal,89,2024-10-19,Resolved
726,275454,Money Laundering,67,2024-12-08,Closed
727,202888,Card Skimming,81,2026-04-01,Under Investigation
728,469934,Card Skimming,70,2025-11-12,Open
729,136152,High Value Withdrawal,79,2025-02-09,Resolved
730,451189,Card Skimming,69,2025-04-30,Under Investigation
731,152106,Identity Theft,71,2024-07-09,Resolved
732,67584,Duplicate Transaction,80,2024-07-21,Under Investigation
733,147635,Duplicate Transaction,83,2025-05-09,Open
734,459104,Duplicate Transaction,66,2026-05-22,Closed
735,412646,Duplicate Transaction,82,2024-09-26,Closed
736,319715,Phishing,84,2026-02-20,Open
737,336804,High Value Withdrawal,64,2025-11-10,Resolved
738,350625,Fake Merchant,99,2026-06-03,Closed
739,42389,Fake Merchant,64,2026-03-04,Closed
740,294644,Suspicious Transfer,88,2026-01-22,Resolved
741,167983,Account Takeover,71,2025-09-23,Under Investigation
742,100411,International Fraud,63,2025-01-06,Closed
743,388858,Duplicate Transaction,66,2024-10-21,Resolved
744,26189,Phishing,80,2026-04-11,Resolved
745,173277,High Value Withdrawal,92,2026-06-03,Open
746,171388,Money Laundering,84,2026-02-15,Closed
747,299954,Account Takeover,99,2026-02-07,Under Investigation
748,192902,Duplicate Transaction,74,2025-01-04,Closed
749,108266,High Value Withdrawal,74,2026-04-06,Closed
750,222550,Identity Theft,82,2025-07-04,Resolved
751,55347,Money Laundering,70,2026-04-13,Open
752,337579,International Fraud,87,2024-11-13,Open
753,79436,High Value Withdrawal,65,2025-05-16,Under Investigation
754,90536,Identity Theft,61,2025-02-27,Closed
755,214003,Fake Merchant,93,2025-02-17,Closed
756,115190,Money Laundering,89,2025-08-13,Resolved
757,145361,Suspicious Transfer,81,2026-04-26,Open
758,152688,Duplicate Transaction,97,2025-04-29,Resolved
759,390715,Duplicate Transaction,85,2025-04-26,Open
760,150539,Card Skimming,84,2025-04-30,Closed
761,369563,Duplicate Transaction,67,2025-09-21,Open
762,167990,High Value Withdrawal,83,2026-01-05,Resolved
763,412406,Identity Theft,77,2026-02-26,Open
764,478752,International Fraud,97,2025-12-09,Closed
765,449851,High Value Withdrawal,99,2025-07-05,Under Investigation
766,200403,Identity Theft,70,2024-09-30,Under Investigation
767,189330,High Value Withdrawal,78,2025-09-08,Closed
768,101098,Phishing,85,2025-09-18,Resolved
769,263443,Money Laundering,89,2026-02-25,Open
770,322394,Card Skimming,75,2024-10-18,Open
771,361139,Money Laundering,64,2024-07-27,Open
772,156216,Card Skimming,100,2025-08-02,Under Investigation
773,104945,Card Skimming,89,2026-02-02,Under Investigation
774,476858,Account Takeover,77,2024-08-16,Resolved
775,273094,International Fraud,89,2024-07-17,Resolved
776,247349,Account Takeover,90,2025-08-01,Resolved
777,393663,Card Skimming,92,2025-05-30,Resolved
778,395858,International Fraud,93,2025-04-28,Resolved
779,379002,Phishing,90,2025-04-24,Under Investigation
780,270456,Account Takeover,84,2024-12-20,Open
781,367905,Identity Theft,82,2024-07-17,Under Investigation
782,335759,Card Skimming,69,2024-09-28,Under Investigation
783,140593,Card Skimming,92,2024-08-28,Resolved
784,113510,Account Takeover,98,2024-12-22,Under Investigation
785,144029,Money Laundering,76,2025-12-04,Resolved
786,404733,Money Laundering,83,2025-04-23,Open
787,162985,Duplicate Transaction,64,2025-01-25,Open
788,373057,Duplicate Transaction,68,2025-02-27,Under Investigation
789,325307,Phishing,85,2025-08-09,Under Investigation
790,216720,Card Skimming,80,2026-01-28,Resolved
791,287306,International Fraud,80,2024-11-05,Closed
792,43764,Money Laundering,92,2026-05-27,Closed
793,42479,Duplicate Transaction,68,2025-10-23,Closed
794,394754,Duplicate Transaction,90,2025-07-08,Closed
795,401138,Money Laundering,65,2026-06-28,Under Investigation
796,300720,Money Laundering,90,2025-10-21,Open
797,115750,Phishing,90,2026-02-06,Resolved
798,141588,Duplicate Transaction,87,2025-09-04,Closed
799,418515,Card Skimming,94,2025-04-12,Open
800,283440,Account Takeover,91,2025-12-01,Open
801,496757,Card Skimming,80,2025-03-29,Open
802,180957,Duplicate Transaction,79,2025-03-31,Under Investigation
803,447558,Suspicious Transfer,99,2025-05-14,Open
804,269029,Duplicate Transaction,94,2025-02-03,Under Investigation
805,430547,High Value Withdrawal,91,2024-08-28,Closed
806,12274,Fake Merchant,82,2025-05-25,Resolved
807,166326,Identity Theft,79,2024-12-29,Closed
808,492250,International Fraud,72,2026-04-02,Open
809,360637,Suspicious Transfer,87,2025-04-28,Open
810,379283,Duplicate Transaction,68,2024-07-02,Open
811,483240,Duplicate Transaction,88,2025-02-12,Resolved
812,424327,Suspicious Transfer,91,2025-08-27,Closed
813,425139,Card Skimming,88,2024-07-28,Resolved
814,318979,Duplicate Transaction,67,2025-11-08,Resolved
815,366016,Money Laundering,95,2025-04-17,Open
816,270881,Suspicious Transfer,99,2026-02-11,Under Investigation
817,319954,Card Skimming,90,2026-04-12,Under Investigation
818,199892,Fake Merchant,90,2026-01-04,Open
819,393826,Phishing,79,2025-11-25,Under Investigation
820,191523,Money Laundering,62,2025-12-06,Under Investigation
821,290308,Suspicious Transfer,68,2025-07-10,Closed
822,137909,Suspicious Transfer,64,2025-05-17,Resolved
823,456962,Suspicious Transfer,79,2025-01-15,Closed
824,271266,Phishing,76,2025-06-07,Resolved
825,273678,Suspicious Transfer,78,2024-10-17,Open
826,169331,Identity Theft,74,2025-12-30,Resolved
827,449879,Account Takeover,87,2025-07-21,Closed
828,426430,Duplicate Transaction,83,2025-10-29,Under Investigation
829,268212,Suspicious Transfer,92,2026-02-12,Closed
830,304116,Phishing,91,2025-10-06,Closed
831,76143,Fake Merchant,75,2025-04-06,Open
832,468218,Fake Merchant,62,2025-02-13,Open
833,206253,International Fraud,100,2024-07-10,Closed
834,367631,Money Laundering,66,2024-08-30,Resolved
835,251482,Fake Merchant,62,2025-05-02,Open
836,59276,Suspicious Transfer,83,2024-10-05,Resolved
837,414763,Phishing,89,2025-08-11,Closed
838,302689,Fake Merchant,67,2026-03-11,Closed
839,209430,Identity Theft,88,2025-05-07,Closed
840,489042,Account Takeover,99,2026-05-18,Resolved
841,100021,Suspicious Transfer,89,2024-12-11,Under Investigation
842,493337,High Value Withdrawal,73,2025-11-28,Open
843,403508,Duplicate Transaction,72,2024-11-04,Open
844,179724,Phishing,66,2025-01-27,Open
845,236302,Fake Merchant,90,2024-08-09,Resolved
846,488617,Fake Merchant,77,2024-08-01,Under Investigation
847,248441,Duplicate Transaction,93,2026-01-01,Resolved
848,397796,Card Skimming,90,2024-09-11,Under Investigation
849,456754,Identity Theft,69,2025-08-15,Under Investigation
850,409569,High Value Withdrawal,90,2026-03-22,Resolved
851,70922,Identity Theft,80,2026-03-27,Under Investigation
852,145558,Account Takeover,92,2025-12-20,Closed
853,255920,Money Laundering,95,2026-05-03,Under Investigation
